InvoiceId,EBELN,MBLNR,VendorId,InvoiceDate,GR_Date,Qty_PO,Qty_GR,Qty_Invoiced,Unit_Price_PO_EUR,Unit_Price_Invoice_EUR,Amount_PO_EUR,Amount_Invoice_EUR,Price_Delta_EUR,PaymentTerms,Status,Anomaly
MIRO0100513,454500797,495000000513,VND-0012,2021-10-12,2021-09-17,4,4,4,1728859.07,1728859.07,6915436.28,6915436.28,0.0,NET45,Blocked,
MIRO0100514,454500799,495000000514,VND-0005,2020-08-23,2020-08-05,4,4,4,401852.54,426542.46,1607410.16,1706169.84,98759.68,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100515,454500800,495000000515,VND-0014,2025-03-15,2025-02-15,2,2,2,820335.08,918826.5,1640670.16,1837653.0,196982.84,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100516,454500801,495000000516,VND-0014,2022-01-22,2022-01-04,3,1,1,5674664.33,5674664.33,17023992.99,5674664.33,0.0,NET45,Posted,
MIRO0100517,454500804,495000000517,VND-0013,2024-03-05,2024-03-01,6,3,3,1885252.93,1982823.58,11311517.58,5948470.74,292711.95,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100518,454500808,495000000518,VND-0001,2024-11-25,2024-11-16,9,9,9,5442939.69,5442939.69,48986457.21,48986457.21,0.0,NET45,Posted,
MIRO0100519,454500811,495000000519,VND-0015,2023-12-13,2023-11-13,4,4,4,5445811.26,5445811.26,21783245.04,21783245.04,0.0,NET60,Paid,
MIRO0100520,454500812,495000000520,VND-0012,2024-02-04,2024-01-17,7,5,5,217004.03,217004.03,1519028.21,1085020.15,0.0,NET45,Posted,
MIRO0100521,454500814,495000000521,VND-0005,2021-06-08,2021-05-16,9,9,9,4280410.09,4280410.09,38523690.81,38523690.81,0.0,NET30,Paid,
MIRO0100522,454500816,495000000522,VND-0003,2019-07-16,2019-06-30,5,5,5,1783519.99,1783519.99,8917599.95,8917599.95,0.0,NET90,Paid,
MIRO0100523,454500817,495000000523,VND-0005,2023-09-25,2023-09-21,5,5,5,1934331.2,1934331.2,9671656.0,9671656.0,0.0,NET60,Posted,
MIRO0100524,454500818,495000000524,VND-0013,2025-03-23,2025-02-28,10,10,10,97651.3,97651.3,976513.0,976513.0,0.0,NET90,Parked,
MIRO0100525,454500820,495000000525,VND-0006,2022-01-22,2022-01-16,9,9,9,4190054.07,4460843.34,37710486.63,40147590.06,2437103.43,NET30,Paid,INVOICE_PRICE_DEVIATION
MIRO0100526,454500821,495000000526,VND-0004,2020-10-08,2020-10-01,5,5,5,901459.55,901459.55,4507297.75,4507297.75,0.0,NET30,Paid,
MIRO0100527,454500823,495000000527,VND-0001,2023-02-01,2023-01-25,5,4,4,9775594.76,9775594.76,48877973.8,39102379.04,0.0,NET60,Blocked,
MIRO0100528,454500824,495000000528,VND-0001,2023-10-13,2023-09-21,2,2,2,4073912.97,4073912.97,8147825.94,8147825.94,0.0,NET30,Posted,
MIRO0100529,454500827,495000000529,VND-0001,2024-02-06,2024-01-07,4,3,3,898766.98,898766.98,3595067.92,2696300.94,0.0,NET60,Paid,
MIRO0100530,454500829,495000000530,VND-0009,2024-08-22,2024-08-08,4,4,4,319468.7,319468.7,1277874.8,1277874.8,0.0,NET45,Blocked,
MIRO0100531,454500830,495000000531,VND-0013,2022-06-01,2022-05-31,6,5,5,2602260.32,2602260.32,15613561.92,13011301.6,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100532,454500832,495000000532,VND-0003,2021-03-13,2021-02-16,3,3,3,638283.94,638283.94,1914851.82,1914851.82,0.0,NET90,Posted,
MIRO0100533,454500833,495000000533,VND-0015,2022-07-29,2022-07-21,1,0,0,952039.01,952039.01,952039.01,0.0,0.0,NET60,Paid,
MIRO0100534,454500835,495000000534,VND-0001,2023-06-19,2023-06-13,2,1,1,2762480.7,2762480.7,5524961.4,2762480.7,0.0,NET45,Paid,
MIRO0100535,454500836,495000000535,VND-0006,2020-06-27,2020-06-13,3,2,2,743941.33,743941.33,2231823.99,1487882.66,0.0,NET90,Posted,
MIRO0100536,454500837,495000000536,VND-0001,2020-12-21,2020-12-12,7,7,7,3942407.79,3942407.79,27596854.53,27596854.53,0.0,NET30,Posted,
MIRO0100537,454500838,495000000537,VND-0010,2023-06-10,2023-05-31,10,10,10,606184.3,606184.3,6061843.0,6061843.0,0.0,NET30,Paid,
MIRO0100538,454500839,495000000538,VND-0002,2020-03-13,2020-03-09,1,0,0,216586.69,216586.69,216586.69,0.0,0.0,NET30,Posted,
MIRO0100539,454500840,495000000539,VND-0004,2021-12-13,2021-11-20,6,6,6,10726.72,10726.72,64360.32,64360.32,0.0,NET90,Posted,
MIRO0100540,454500841,495000000540,VND-0008,2022-10-10,2022-09-19,2,1,1,79317.56,79317.56,158635.12,79317.56,0.0,NET45,Posted,
MIRO0100541,454500843,495000000541,VND-0005,2022-08-01,2022-07-26,3,3,3,8183.6,8183.6,24550.8,24550.8,0.0,NET45,Posted,
MIRO0100542,454500845,495000000542,VND-0008,2021-08-29,2021-08-27,10,10,10,7429420.75,7429420.75,74294207.5,74294207.5,0.0,NET30,Posted,
MIRO0100543,454500847,495000000543,VND-0012,2024-09-24,2024-09-06,7,7,7,665612.49,665612.49,4659287.43,4659287.43,0.0,NET30,Posted,
MIRO0100544,454500849,495000000544,VND-0005,2019-06-01,2019-05-21,16,13,13,71513.2,71513.2,1144211.2,929671.6,0.0,NET30,Blocked,
MIRO0100545,454500850,495000000545,VND-0001,2020-08-30,2020-08-02,5,3,3,43.83,43.83,219.15,131.49,0.0,NET45,Paid,
MIRO0100546,454500851,495000000546,VND-0013,2024-03-25,2024-03-22,6,3,3,9909448.33,9909448.33,59456689.98,29728344.99,0.0,NET30,Blocked,
MIRO0100547,454500854,495000000547,VND-0012,2024-02-29,2024-02-08,5,5,5,3823232.71,3823232.71,19116163.55,19116163.55,0.0,NET60,Blocked,
MIRO0100548,454500856,495000000548,VND-0006,2020-01-03,2019-12-12,19,14,14,75060.27,75060.27,1426145.13,1050843.78,0.0,NET30,Posted,
MIRO0100549,454500857,495000000549,VND-0013,2020-08-06,2020-08-05,9,9,9,4048649.77,4048649.77,36437847.93,36437847.93,0.0,NET30,Paid,
MIRO0100550,454500861,495000000550,VND-0001,2022-10-11,2022-09-17,5,5,5,340490.68,373986.28,1702453.4,1869931.4,167478.0,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100551,454500863,495000000551,VND-0002,2021-06-18,2021-06-11,1,1,1,623713.4,623713.4,623713.4,623713.4,0.0,NET90,Paid,
MIRO0100552,454500865,495000000552,VND-0014,2022-02-17,2022-01-30,5,5,5,393771.76,393771.76,1968858.8,1968858.8,0.0,NET30,Paid,
MIRO0100553,454500866,495000000553,VND-0002,2024-08-09,2024-07-28,1,0,0,333135.87,333135.87,333135.87,0.0,0.0,NET60,Paid,
MIRO0100554,454500867,495000000554,VND-0004,2024-12-31,2024-12-22,10,10,10,9599707.78,9599707.78,95997077.8,95997077.8,0.0,NET45,Parked,
MIRO0100555,454500868,495000000555,VND-0005,2023-09-01,2023-08-13,10,10,10,637105.43,637105.43,6371054.3,6371054.3,0.0,NET30,Posted,
MIRO0100556,454500869,495000000556,VND-0004,2019-12-04,2019-11-07,50,50,50,89957.86,89957.86,4497893.0,4497893.0,0.0,NET30,Posted,
MIRO0100557,454500870,495000000557,VND-0007,2021-09-25,2021-09-09,3,2,2,1793160.88,1999739.27,5379482.64,3999478.54,413156.78,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100558,454500871,495000000558,VND-0013,2023-01-23,2023-01-21,26,26,26,47.68,51.93,1239.68,1350.18,110.5,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100559,454500873,495000000559,VND-0008,2021-01-18,2020-12-28,8,5,5,194295.61,194295.61,1554364.88,971478.05,0.0,NET60,Blocked,
MIRO0100560,454500875,495000000560,VND-0008,2020-10-02,2020-09-19,1,0,0,648887.41,648887.41,648887.41,0.0,0.0,NET90,Posted,
MIRO0100561,454500878,495000000561,VND-0003,2023-06-26,2023-06-17,6,4,4,3924019.67,3924019.67,23544118.02,15696078.68,0.0,NET60,Paid,
MIRO0100562,454500879,495000000562,VND-0001,2023-08-19,2023-08-07,43,43,43,8711.74,8711.74,374604.82,374604.82,0.0,NET90,Paid,
MIRO0100563,454500882,495000000563,VND-0013,2023-11-30,2023-11-12,4,3,3,748211.78,748211.78,2992847.12,2244635.34,0.0,NET30,Blocked,
MIRO0100564,454500883,495000000564,VND-0010,2024-07-14,2024-07-06,1,0,0,2796179.92,2796179.92,2796179.92,0.0,0.0,NET90,Parked,
MIRO0100565,454500886,495000000565,VND-0002,2024-08-16,2024-07-21,6,4,4,2639822.33,2639822.33,15838933.98,10559289.32,0.0,NET45,Posted,
MIRO0100566,454500887,495000000566,VND-0004,2022-07-25,2022-07-23,10,10,10,212890.58,212890.58,2128905.8,2128905.8,0.0,NET30,Paid,
MIRO0100567,454500889,495000000567,VND-0010,2024-03-30,2024-03-21,44,44,44,7677.18,7677.18,337795.92,337795.92,0.0,NET30,Posted,
MIRO0100568,454500890,495000000568,VND-0002,2020-06-25,2020-06-01,9,9,9,4000723.04,4000723.04,36006507.36,36006507.36,0.0,NET45,Blocked,
MIRO0100569,454500895,495000000569,VND-0004,2022-07-17,2022-07-01,6,3,3,760235.4,760235.4,4561412.4,2280706.2,0.0,NET45,Posted,
MIRO0100570,454500896,495000000570,VND-0008,2023-03-01,2023-02-04,1,0,0,196882.77,196882.77,196882.77,0.0,0.0,NET90,Posted,
MIRO0100571,454500899,495000000571,VND-0006,2020-07-12,2020-07-07,4,4,4,4162756.19,4162756.19,16651024.76,16651024.76,0.0,NET90,Parked,
MIRO0100572,454500900,495000000572,VND-0014,2023-12-14,2023-12-04,10,5,5,969035.96,969035.96,9690359.6,4845179.8,0.0,NET60,Blocked,
MIRO0100573,454500901,495000000573,VND-0008,2021-03-04,2021-02-26,10,8,8,743693.97,878984.48,7436939.7,7031875.84,1082324.08,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100574,454500902,495000000574,VND-0003,2024-02-05,2024-01-12,36,36,36,71325.24,71325.24,2567708.64,2567708.64,0.0,NET30,Posted,
MIRO0100575,454500905,495000000575,VND-0014,2023-09-24,2023-08-30,7,7,7,1831306.82,1831306.82,12819147.74,12819147.74,0.0,NET30,Paid,
MIRO0100576,454500906,495000000576,VND-0005,2020-11-20,2020-11-10,7,6,6,1809334.16,1809334.16,12665339.12,10856004.96,0.0,NET45,Posted,
MIRO0100577,454500909,495000000577,VND-0004,2024-03-22,2024-02-26,22,22,22,78990.21,78990.21,1737784.62,1737784.62,0.0,NET30,Posted,
MIRO0100578,454500912,495000000578,VND-0011,2021-05-04,2021-04-08,1,0,0,5552147.09,5552147.09,5552147.09,0.0,0.0,NET60,Blocked,
MIRO0100579,454500913,495000000579,VND-0013,2021-11-25,2021-11-19,10,10,10,170513.95,170513.95,1705139.5,1705139.5,0.0,NET30,Paid,
MIRO0100580,454500915,495000000580,VND-0013,2020-09-22,2020-09-06,13,13,13,97952.33,97952.33,1273380.29,1273380.29,0.0,NET60,Paid,
MIRO0100581,454500917,495000000581,VND-0010,2020-08-26,2020-08-09,9,4,4,647329.17,647329.17,5825962.53,2589316.68,0.0,NET30,Paid,
MIRO0100582,454500918,495000000582,VND-0010,2019-11-04,2019-10-11,43,43,43,46.28,46.28,1990.04,1990.04,0.0,NET45,Paid,
MIRO0100583,454500919,495000000583,VND-0004,2020-04-26,2020-04-17,4,2,2,327196.41,327196.41,1308785.64,654392.82,0.0,NET90,Parked,
MIRO0100584,454500920,495000000584,VND-0014,2021-11-26,2021-11-03,10,5,5,9600467.3,11071629.42,96004673.0,55358147.1,7355810.6,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100585,454500921,495000000585,VND-0008,2023-01-13,2022-12-23,4,4,4,1920946.63,2262769.11,7683786.52,9051076.44,1367289.92,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100586,454500922,495000000586,VND-0012,2021-06-26,2021-06-19,50,33,33,80431.06,80431.06,4021553.0,2654224.98,0.0,NET60,Posted,
MIRO0100587,454500923,495000000587,VND-0002,2019-12-26,2019-12-09,6,5,5,3884171.82,3884171.82,23305030.92,19420859.1,0.0,NET30,Posted,
MIRO0100588,454500926,495000000588,VND-0015,2020-12-19,2020-12-11,4,4,4,9203710.01,9203710.01,36814840.04,36814840.04,0.0,NET30,Posted,
MIRO0100589,454500927,495000000589,VND-0015,2024-07-06,2024-06-16,2,2,2,1784021.97,1784021.97,3568043.94,3568043.94,0.0,NET30,Blocked,
MIRO0100590,454500928,495000000590,VND-0010,2020-07-27,2020-07-07,7,7,7,10225011.94,10225011.94,71575083.58,71575083.58,0.0,NET30,Parked,
MIRO0100591,454500931,495000000591,VND-0009,2023-08-15,2023-08-08,30,30,30,71147.98,71147.98,2134439.4,2134439.4,0.0,NET60,Paid,
MIRO0100592,454500932,495000000592,VND-0010,2024-05-03,2024-05-01,7,7,7,797235.58,797235.58,5580649.06,5580649.06,0.0,NET30,Paid,
MIRO0100593,454500933,495000000593,VND-0007,2024-09-19,2024-08-20,4,4,4,368204.74,368204.74,1472818.96,1472818.96,0.0,NET90,Paid,
MIRO0100594,454500934,495000000594,VND-0002,2021-06-21,2021-06-10,9,9,9,8530.13,8530.13,76771.17,76771.17,0.0,NET90,Paid,
MIRO0100595,454500935,495000000595,VND-0010,2022-05-17,2022-04-23,22,11,11,44.47,44.47,978.34,489.17,0.0,NET30,Paid,
MIRO0100596,454500938,495000000596,VND-0006,2020-12-09,2020-12-02,4,4,4,215883.61,215883.61,863534.44,863534.44,0.0,NET30,Parked,
MIRO0100597,454500939,495000000597,VND-0003,2019-08-30,2019-08-19,9,7,7,197206.52,197206.52,1774858.68,1380445.64,0.0,NET45,Paid,
MIRO0100598,454500941,495000000598,VND-0012,2022-11-04,2022-10-18,4,4,4,378445.85,378445.85,1513783.4,1513783.4,0.0,NET90,Posted,
MIRO0100599,454500942,495000000599,VND-0006,2025-01-02,2024-12-12,4,3,3,939176.53,939176.53,3756706.12,2817529.59,0.0,NET60,Paid,
MIRO0100600,454500943,495000000600,VND-0003,2020-11-15,2020-10-26,10,10,10,339136.01,339136.01,3391360.1,3391360.1,0.0,NET90,Paid,
MIRO0100601,454500944,495000000601,VND-0007,2022-03-06,2022-02-05,7,6,6,391294.38,391294.38,2739060.66,2347766.28,0.0,NET60,Parked,
MIRO0100602,454500947,495000000602,VND-0003,2020-03-12,2020-02-29,2,2,2,976582.6,976582.6,1953165.2,1953165.2,0.0,NET60,Parked,
MIRO0100603,454500948,495000000603,VND-0002,2020-11-18,2020-10-23,7,7,7,202736.27,202736.27,1419153.89,1419153.89,0.0,NET60,Posted,
MIRO0100604,454500949,495000000604,VND-0001,2024-10-19,2024-10-09,11,5,5,43.75,43.75,481.25,218.75,0.0,NET90,Posted,
MIRO0100605,454500951,495000000605,VND-0010,2022-11-28,2022-11-27,10,10,10,3959979.32,3959979.32,39599793.2,39599793.2,0.0,NET90,Posted,
MIRO0100606,454500952,495000000606,VND-0003,2022-03-29,2022-03-02,8,8,8,3906987.87,3906987.87,31255902.96,31255902.96,0.0,NET45,Posted,
MIRO0100607,454500953,495000000607,VND-0008,2020-02-13,2020-01-29,10,10,10,3890264.98,3890264.98,38902649.8,38902649.8,0.0,NET30,Posted,
MIRO0100608,454500954,495000000608,VND-0010,2021-01-18,2020-12-19,3,3,3,2761943.64,3209108.81,8285830.92,9627326.43,1341495.51,NET60,Posted,INVOICE_PRICE_DEVIATION
MIRO0100609,454500955,495000000609,VND-0007,2024-03-25,2024-03-07,1,0,0,5270931.83,5270931.83,5270931.83,0.0,0.0,NET60,Parked,
MIRO0100610,454500959,495000000610,VND-0008,2022-08-10,2022-07-16,8,8,8,3909855.38,3909855.38,31278843.04,31278843.04,0.0,NET90,Blocked,
MIRO0100611,454500961,495000000611,VND-0011,2021-06-04,2021-05-09,5,4,4,6242314.87,6242314.87,31211574.35,24969259.48,0.0,NET30,Posted,
MIRO0100612,454500962,495000000612,VND-0014,2023-04-09,2023-04-04,9,8,8,1840611.51,1840611.51,16565503.59,14724892.08,0.0,NET30,Paid,
MIRO0100613,454500963,495000000613,VND-0001,2024-09-18,2024-08-21,7,4,4,4379500.77,4379500.77,30656505.39,17518003.08,0.0,NET45,Posted,
MIRO0100614,454500964,495000000614,VND-0001,2020-07-12,2020-06-29,1,0,0,1850483.46,1850483.46,1850483.46,0.0,0.0,NET30,Posted,
MIRO0100615,454500965,495000000615,VND-0007,2021-06-10,2021-05-19,9,9,9,1687012.94,1687012.94,15183116.46,15183116.46,0.0,NET45,Posted,
MIRO0100616,454500966,495000000616,VND-0007,2020-03-25,2020-03-19,2,1,1,4140912.9,4140912.9,8281825.8,4140912.9,0.0,NET60,Posted,
MIRO0100617,454500967,495000000617,VND-0008,2024-02-12,2024-01-16,4,4,4,195418.15,195418.15,781672.6,781672.6,0.0,NET90,Parked,
MIRO0100618,454500968,495000000618,VND-0005,2020-07-12,2020-06-26,10,10,10,1899871.11,1899871.11,18998711.1,18998711.1,0.0,NET45,Parked,
MIRO0100619,454500969,495000000619,VND-0002,2023-03-18,2023-03-01,10,10,10,758079.42,758079.42,7580794.2,7580794.2,0.0,NET30,Posted,
MIRO0100620,454500971,495000000620,VND-0011,2022-06-03,2022-05-24,48,40,44,43.07,43.07,2067.36,1895.08,0.0,NET90,Paid,INVOICE_QTY_EXCESS
MIRO0100621,454500974,495000000621,VND-0006,2022-05-21,2022-05-10,1,1,1,782604.93,782604.93,782604.93,782604.93,0.0,NET45,Blocked,
MIRO0100622,454500975,495000000622,VND-0004,2024-07-18,2024-07-11,4,4,4,9559753.86,9559753.86,38239015.44,38239015.44,0.0,NET30,Posted,
MIRO0100623,454500977,495000000623,VND-0004,2023-04-11,2023-03-20,3,3,3,3832194.16,3832194.16,11496582.48,11496582.48,0.0,NET30,Parked,
MIRO0100624,454500978,495000000624,VND-0007,2023-06-14,2023-06-12,8,4,4,921342.37,921342.37,7370738.96,3685369.48,0.0,NET30,Paid,
MIRO0100625,454500980,495000000625,VND-0003,2022-10-23,2022-10-13,8,8,8,2773736.48,2773736.48,22189891.84,22189891.84,0.0,NET90,Paid,
MIRO0100626,454500981,495000000626,VND-0007,2024-09-25,2024-09-06,2,2,2,2915968.53,2915968.53,5831937.06,5831937.06,0.0,NET90,Paid,
MIRO0100627,454500982,495000000627,VND-0008,2022-01-09,2021-12-21,5,5,5,2779214.19,2779214.19,13896070.95,13896070.95,0.0,NET60,Paid,
MIRO0100628,454500983,495000000628,VND-0003,2024-09-02,2024-08-12,4,4,4,193340.47,193340.47,773361.88,773361.88,0.0,NET90,Posted,
MIRO0100629,454500986,495000000629,VND-0011,2020-05-13,2020-04-26,45,43,43,73418.17,73418.17,3303817.65,3156981.31,0.0,NET60,Parked,
MIRO0100630,454500987,495000000630,VND-0001,2022-12-16,2022-11-25,24,24,24,76571.43,76571.43,1837714.32,1837714.32,0.0,NET60,Parked,
MIRO0100631,454500989,495000000631,VND-0011,2022-09-03,2022-08-24,7,7,7,934445.37,1051312.49,6541117.59,7359187.43,818069.84,NET60,Parked,INVOICE_PRICE_DEVIATION
MIRO0100632,454500990,495000000632,VND-0005,2022-09-19,2022-08-24,5,5,5,1900196.63,1900196.63,9500983.15,9500983.15,0.0,NET45,Paid,
MIRO0100633,454500992,495000000633,VND-0014,2020-01-26,2020-01-22,8,8,8,3404934.52,3404934.52,27239476.16,27239476.16,0.0,NET45,Posted,
MIRO0100634,454500994,495000000634,VND-0003,2020-06-06,2020-06-01,4,3,3,195181.8,195181.8,780727.2,585545.4,0.0,NET30,Blocked,
MIRO0100635,454500997,495000000635,VND-0002,2019-09-17,2019-08-25,4,4,4,1806432.35,2047927.57,7225729.4,8191710.28,965980.88,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100636,454500998,495000000636,VND-0013,2021-07-01,2021-06-27,22,22,22,76252.46,76252.46,1677554.12,1677554.12,0.0,NET30,Parked,
MIRO0100637,454501000,495000000637,VND-0012,2020-07-17,2020-07-11,3,2,2,2587504.83,2587504.83,7762514.49,5175009.66,0.0,NET45,Blocked,
MIRO0100638,454501002,495000000638,VND-0014,2023-09-07,2023-08-30,1,1,1,344043.4,344043.4,344043.4,344043.4,0.0,NET60,Paid,
MIRO0100639,454501006,495000000639,VND-0011,2020-08-02,2020-07-04,35,35,35,71890.82,71890.82,2516178.7,2516178.7,0.0,NET30,Paid,
MIRO0100640,454501008,495000000640,VND-0015,2020-10-13,2020-10-03,43,43,43,70477.18,70477.18,3030518.74,3030518.74,0.0,NET90,Paid,
MIRO0100641,454501011,495000000641,VND-0010,2021-06-18,2021-06-14,6,6,6,6994128.5,6994128.5,41964771.0,41964771.0,0.0,NET90,Posted,
MIRO0100642,454501012,495000000642,VND-0007,2023-10-12,2023-09-24,6,6,6,2921533.84,2921533.84,17529203.04,17529203.04,0.0,NET90,Parked,
MIRO0100643,454501013,495000000643,VND-0001,2021-03-04,2021-02-20,9,9,9,2957858.19,2957858.19,26620723.71,26620723.71,0.0,NET60,Posted,
MIRO0100644,454501014,495000000644,VND-0003,2023-05-29,2023-05-11,10,10,10,4054439.98,4054439.98,40544399.8,40544399.8,0.0,NET90,Parked,
MIRO0100645,454501015,495000000645,VND-0008,2022-05-07,2022-04-07,41,41,45,96838.28,96838.28,3970369.48,4357722.6,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100646,454501018,495000000646,VND-0012,2024-08-03,2024-07-07,19,19,19,43.43,43.43,825.17,825.17,0.0,NET45,Paid,
MIRO0100647,454501019,495000000647,VND-0013,2019-12-03,2019-11-22,10,10,10,10056100.26,10056100.26,100561002.6,100561002.6,0.0,NET30,Posted,
MIRO0100648,454501020,495000000648,VND-0005,2023-11-20,2023-11-13,10,10,10,112806.38,112806.38,1128063.8,1128063.8,0.0,NET45,Posted,
MIRO0100649,454501022,495000000649,VND-0009,2020-11-17,2020-10-22,6,6,6,5582185.3,5582185.3,33493111.8,33493111.8,0.0,NET60,Parked,
MIRO0100650,454501023,495000000650,VND-0008,2024-09-20,2024-09-18,5,5,5,2884216.88,2884216.88,14421084.4,14421084.4,0.0,NET45,Blocked,
MIRO0100651,454501025,495000000651,VND-0010,2022-03-06,2022-02-26,10,10,10,4527498.75,5207336.42,45274987.5,52073364.2,6798376.7,NET90,Parked,INVOICE_PRICE_DEVIATION
MIRO0100652,454501026,495000000652,VND-0008,2020-01-02,2019-12-03,7,4,4,2709666.78,2709666.78,18967667.46,10838667.12,0.0,NET30,Posted,
MIRO0100653,454501027,495000000653,VND-0014,2024-07-01,2024-06-06,1,1,1,2752420.85,2752420.85,2752420.85,2752420.85,0.0,NET30,Paid,
MIRO0100654,454501028,495000000654,VND-0009,2023-01-24,2022-12-28,46,46,46,96693.14,96693.14,4447884.44,4447884.44,0.0,NET30,Posted,
MIRO0100655,454501032,495000000655,VND-0010,2022-09-05,2022-09-02,8,8,8,4227986.58,4227986.58,33823892.64,33823892.64,0.0,NET60,Posted,
MIRO0100656,454501034,495000000656,VND-0005,2021-08-11,2021-07-21,3,3,3,331730.15,331730.15,995190.45,995190.45,0.0,NET60,Posted,
MIRO0100657,454501035,495000000657,VND-0002,2024-10-03,2024-09-19,5,5,5,4318625.25,4318625.25,21593126.25,21593126.25,0.0,NET45,Paid,
MIRO0100658,454501036,495000000658,VND-0010,2021-09-04,2021-08-20,9,4,4,325373.17,325373.17,2928358.53,1301492.68,0.0,NET30,Paid,
MIRO0100659,454501037,495000000659,VND-0004,2022-03-23,2022-03-15,2,2,2,178195.71,178195.71,356391.42,356391.42,0.0,NET90,Blocked,
MIRO0100660,454501038,495000000660,VND-0015,2020-04-04,2020-03-15,6,4,4,334237.23,334237.23,2005423.38,1336948.92,0.0,NET90,Paid,
MIRO0100661,454501039,495000000661,VND-0013,2023-08-29,2023-08-05,2,2,2,5214643.61,5214643.61,10429287.22,10429287.22,0.0,NET45,Parked,
MIRO0100662,454501040,495000000662,VND-0012,2022-09-01,2022-08-20,10,10,10,338708.4,396221.1,3387084.0,3962211.0,575127.0,NET90,Paid,INVOICE_PRICE_DEVIATION
MIRO0100663,454501041,495000000663,VND-0003,2023-09-14,2023-08-18,6,6,6,2937126.08,2937126.08,17622756.48,17622756.48,0.0,NET30,Paid,
MIRO0100664,454501042,495000000664,VND-0003,2022-03-25,2022-03-06,17,17,17,84779.8,84779.8,1441256.6,1441256.6,0.0,NET60,Posted,
MIRO0100665,454501043,495000000665,VND-0015,2021-06-30,2021-05-31,6,5,5,1859760.7,1859760.7,11158564.2,9298803.5,0.0,NET30,Paid,
MIRO0100666,454501045,495000000666,VND-0005,2023-12-25,2023-12-18,7,7,7,991127.92,991127.92,6937895.44,6937895.44,0.0,NET45,Paid,
MIRO0100667,454501047,495000000667,VND-0015,2022-08-31,2022-08-20,47,47,47,42.38,42.38,1991.86,1991.86,0.0,NET45,Posted,
MIRO0100668,454501048,495000000668,VND-0001,2023-10-30,2023-10-17,10,10,10,2661202.43,2661202.43,26612024.3,26612024.3,0.0,NET30,Blocked,
MIRO0100669,454501049,495000000669,VND-0011,2021-11-22,2021-11-15,39,39,39,41.7,41.7,1626.3,1626.3,0.0,NET45,Paid,
MIRO0100670,454501052,495000000670,VND-0005,2024-02-11,2024-02-08,17,17,18,71556.79,71556.79,1216465.43,1288022.22,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100671,454501054,495000000671,VND-0001,2020-09-25,2020-09-08,6,4,4,5843372.72,5843372.72,35060236.32,23373490.88,0.0,NET90,Blocked,
MIRO0100672,454501056,495000000672,VND-0007,2021-10-16,2021-09-27,24,24,24,72591.42,72591.42,1742194.08,1742194.08,0.0,NET45,Posted,
MIRO0100673,454501059,495000000673,VND-0002,2022-01-17,2022-01-14,7,4,4,778635.67,778635.67,5450449.69,3114542.68,0.0,NET60,Posted,
MIRO0100674,454501061,495000000674,VND-0011,2022-09-10,2022-09-08,6,5,5,1779743.53,1779743.53,10678461.18,8898717.65,0.0,NET60,Posted,
MIRO0100675,454501062,495000000675,VND-0004,2022-07-14,2022-06-16,10,6,6,1794358.7,1794358.7,17943587.0,10766152.2,0.0,NET30,Blocked,
MIRO0100676,454501063,495000000676,VND-0004,2023-10-17,2023-10-07,8,8,8,1962764.11,1962764.11,15702112.88,15702112.88,0.0,NET45,Paid,
MIRO0100677,454501064,495000000677,VND-0011,2020-03-06,2020-02-08,41,21,21,86829.25,86829.25,3559999.25,1823414.25,0.0,NET30,Paid,
MIRO0100678,454501065,495000000678,VND-0001,2024-02-14,2024-01-16,10,9,9,1808691.62,1808691.62,18086916.2,16278224.58,0.0,NET45,Paid,
MIRO0100679,454501069,495000000679,VND-0002,2023-09-05,2023-09-02,2,2,2,636759.6,684020.88,1273519.2,1368041.76,94522.56,NET30,Paid,INVOICE_PRICE_DEVIATION
MIRO0100680,454501070,495000000680,VND-0009,2023-03-12,2023-02-11,39,30,30,90109.84,90109.84,3514283.76,2703295.2,0.0,NET45,Posted,
MIRO0100681,454501071,495000000681,VND-0002,2025-02-18,2025-02-11,1,1,1,187562.22,187562.22,187562.22,187562.22,0.0,NET90,Posted,
MIRO0100682,454501074,495000000682,VND-0002,2025-04-21,2025-04-03,8,8,8,1875377.26,1875377.26,15003018.08,15003018.08,0.0,NET90,Posted,
MIRO0100683,454501075,495000000683,VND-0001,2023-04-16,2023-04-02,10,10,10,576430.7,576430.7,5764307.0,5764307.0,0.0,NET45,Paid,
MIRO0100684,454501076,495000000684,VND-0003,2022-02-20,2022-01-23,8,8,8,988110.62,988110.62,7904884.96,7904884.96,0.0,NET60,Blocked,
