EBELN,MATNR,VendorId,VendorName,Qty_Ordered,UOM,Unit_Price_EUR,Total_Value_EUR,Currency,PO_Date,Delivery_Required_Date,Plant,PurchaseGroup,Status,Anomaly
454500455,MAT-FAL8-005,VND-0012,Bharat Electronics Ltd,3,Interior,3890840.08,11672520.24,EUR,2024-03-16,2024-09-27,Bangalore,PG-ENGINE,Fully Delivered,
454500456,MAT-MRO-001,VND-0013,Collins Aerospace,37,MRO,75601.92,2797271.04,EUR,2019-05-30,2019-12-08,Bangalore,PG-AIRFRAME,Fully Delivered,
454500457,MAT-MRO-002,VND-0003,Tata Advanced Systems Ltd,27,MRO,45.31,1223.37,EUR,2021-04-06,2021-06-22,Nagpur,PG-ENGINE,Partially Delivered,
454500458,MAT-FAL8-002,VND-0005,Hindustan Aeronautics Ltd,4,Airframe,343055.78,1372223.12,EUR,2022-06-20,2023-04-17,Merignac,PG-AIRFRAME,Fully Delivered,
454500459,MAT-FAL8-002,VND-0008,Pratt & Whitney,4,Airframe,499193.94,1996775.76,EUR,2022-06-10,2023-05-24,Hyderabad,PG-AIRFRAME,Partially Delivered,PRICE_DEVIATION_HIGH
454500460,MAT-FAL8-003,VND-0005,Hindustan Aeronautics Ltd,9,Engine,2900341.07,26103069.63,EUR,2019-02-20,2019-12-11,Bangalore,PG-MRO,Fully Delivered,
454500461,MAT-MRO-001,VND-0001,Safran Aircraft Engines,19,MRO,79779.38,1515808.22,EUR,2020-01-30,2020-08-11,Bordeaux,PG-SAFETY,Fully Delivered,
454500462,MAT-MRO-003,VND-0001,Safran Aircraft Engines,41,MRO,7629.9,312825.9,EUR,2022-10-04,2023-09-21,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500463,MAT-RAFx-007,VND-0009,MBDA,7,Structure,214924.45,1504471.15,EUR,2024-04-08,2024-06-13,Hyderabad,PG-ENGINE,Fully Delivered,
454500464,MAT-RAFx-002,VND-0002,Thales Group,2,Airframe,1671629.2,3343258.4,EUR,2023-06-15,2023-11-20,Bordeaux,PG-ENGINE,Fully Delivered,
454500465,MAT-FAL8-004,VND-0007,Martin Baker Aircraft,8,Avionics,1939586.05,15516688.4,EUR,2021-06-05,2021-12-13,Bangalore,PG-AIRFRAME,Open,
454500466,MAT-MRO-005,VND-0002,Thales Group,10,MRO,171547.3,1715473.0,EUR,2023-10-04,2023-12-10,Nagpur,PG-ENGINE,Partially Delivered,
454500467,MAT-MRO-005,VND-0002,Thales Group,5,MRO,192852.12,964260.6,EUR,2021-06-15,2022-01-26,Hyderabad,PG-AVIONICS,Partially Delivered,
454500468,MAT-MRO-003,VND-0004,Dassault Reliance Aerospace,9,MRO,8523.74,76713.66,EUR,2023-06-20,2024-04-24,Nagpur,PG-ENGINE,Partially Delivered,
454500469,MAT-RAFx-001,VND-0009,MBDA,9,Airframe,3959003.24,35631029.16,EUR,2019-03-27,2019-04-28,Bangalore,PG-AIRFRAME,Fully Delivered,
454500470,MAT-RAFx-010,VND-0004,Dassault Reliance Aerospace,6,Avionics,591404.3,3548425.8,EUR,2024-01-29,2025-01-23,Bordeaux,PG-AVIONICS,Cancelled,
454500471,MAT-MRO-005,VND-0014,GE Aviation,5,MRO,175952.06,879760.3,EUR,2020-01-07,2020-11-22,Bangalore,PG-MRO,Cancelled,
454500472,MAT-MRO-003,VND-0002,Thales Group,19,MRO,8425.25,160079.75,EUR,2020-05-28,2020-08-16,Nagpur,PG-ENGINE,Open,
454500473,MAT-RAFx-005,VND-0011,Dynamatic Technologies,4,Avionics,3837629.56,15350518.24,EUR,2022-06-22,2022-08-26,Hyderabad,PG-ENGINE,Cancelled,
454500474,MAT-MRO-005,VND-0011,Dynamatic Technologies,5,MRO,190726.36,953631.8,EUR,2019-11-09,2020-09-23,Hyderabad,PG-AVIONICS,Fully Delivered,
454500475,MAT-RAFx-001,VND-0006,Reliance Defence Ltd,4,Airframe,4391963.6,17567854.4,EUR,2022-12-29,2023-12-22,Bordeaux,PG-ENGINE,Partially Delivered,
454500476,MAT-MRO-001,VND-0008,Pratt & Whitney,29,MRO,73304.9,2125842.1,EUR,2020-09-17,2021-06-23,Bangalore,PG-AIRFRAME,Fully Delivered,
454500477,MAT-RAFx-009,VND-0014,GE Aviation,3,Safety,828833.87,2486501.61,EUR,2020-02-07,2020-07-20,Merignac,PG-AIRFRAME,Fully Delivered,
454500478,MAT-MRO-002,VND-0011,Dynamatic Technologies,2,MRO,47.25,94.5,EUR,2022-03-31,2022-11-23,Merignac,PG-SAFETY,Fully Delivered,
454500479,MAT-RAFx-009,VND-0009,MBDA,9,Safety,776518.57,6988667.13,EUR,2023-05-07,2023-08-21,Bangalore,PG-ENGINE,Partially Delivered,
454500480,MAT-RAFx-005,VND-0008,Pratt & Whitney,9,Avionics,4106830.27,36961472.43,EUR,2021-03-23,2021-10-25,Bangalore,PG-AVIONICS,Fully Delivered,
454500481,MAT-MRO-002,VND-0003,Tata Advanced Systems Ltd,29,MRO,42.55,1233.95,EUR,2022-03-05,2023-01-18,Hyderabad,PG-ENGINE,Fully Delivered,
454500482,MAT-RAFx-002,VND-0004,Dassault Reliance Aerospace,8,Airframe,1722743.97,13781951.76,EUR,2020-06-25,2021-01-30,Bangalore,PG-ENGINE,Partially Delivered,
454500483,MAT-FAL8-003,VND-0008,Pratt & Whitney,8,Engine,2970935.29,23767482.32,EUR,2019-03-23,2020-03-19,Bangalore,PG-ENGINE,Partially Delivered,
454500484,MAT-RAFx-009,VND-0010,Elbit Systems India,9,Safety,788755.99,7098803.91,EUR,2021-02-10,2022-02-09,Merignac,PG-SAFETY,Partially Delivered,
454500485,MAT-RAFx-009,VND-0007,Martin Baker Aircraft,4,Safety,782043.2,3128172.8,EUR,2020-12-23,2021-07-17,Bangalore,PG-AIRFRAME,Fully Delivered,
454500486,MAT-MRO-002,VND-0015,Honeywell Aerospace India,9,MRO,44.57,401.13,EUR,2020-04-16,2020-06-24,Bordeaux,PG-AVIONICS,Fully Delivered,
454500487,MAT-RAFx-006,VND-0006,Reliance Defence Ltd,10,Avionics,3828643.2,38286432.0,EUR,2019-08-31,2020-01-25,Merignac,PG-MRO,Partially Delivered,
454500488,MAT-MRO-001,VND-0008,Pratt & Whitney,14,MRO,108804.02,1523256.28,EUR,2022-08-18,2023-04-15,Bordeaux,PG-AVIONICS,Open,PRICE_DEVIATION_HIGH
454500489,MAT-MRO-002,VND-0001,Safran Aircraft Engines,37,MRO,42.46,1571.02,EUR,2019-12-07,2020-05-17,Hyderabad,PG-SAFETY,Cancelled,
454500490,MAT-MRO-004,VND-0011,Dynamatic Technologies,2,MRO,97571.65,195143.3,EUR,2023-01-30,2023-07-24,Bangalore,PG-MRO,Blocked,
454500491,MAT-MRO-001,VND-0003,Tata Advanced Systems Ltd,15,MRO,78964.36,1184465.4,EUR,2022-05-15,2022-08-26,Bordeaux,PG-SAFETY,Fully Delivered,
454500492,MAT-MRO-002,VND-0005,Hindustan Aeronautics Ltd,11,MRO,46.61,512.71,EUR,2020-12-02,2021-08-21,Hyderabad,PG-MRO,Fully Delivered,
454500493,MAT-RAFx-005,VND-0002,Thales Group,1,Avionics,3904740.65,3904740.65,EUR,2023-10-27,2024-08-10,Bangalore,PG-AIRFRAME,Fully Delivered,
454500494,MAT-RAFx-006,VND-0008,Pratt & Whitney,10,Avionics,3759089.77,37590897.7,EUR,2023-12-03,2024-09-30,Hyderabad,PG-AVIONICS,Fully Delivered,
454500495,MAT-MRO-005,VND-0009,MBDA,1,MRO,196750.28,196750.28,EUR,2023-05-06,2024-05-02,Merignac,PG-SAFETY,Partially Delivered,
454500496,MAT-FAL8-004,VND-0004,Dassault Reliance Aerospace,8,Avionics,1988024.9,15904199.2,EUR,2021-02-19,2021-09-16,Bangalore,PG-AIRFRAME,Fully Delivered,
454500497,MAT-FAL8-004,VND-0003,Tata Advanced Systems Ltd,5,Avionics,1893050.94,9465254.7,EUR,2020-04-21,2020-07-02,Hyderabad,PG-ENGINE,Partially Delivered,
454500498,MAT-RAFx-007,VND-0001,Safran Aircraft Engines,1,Structure,212620.37,212620.37,EUR,2019-08-30,2020-06-21,Nagpur,PG-MRO,Open,
454500499,MAT-FAL8-002,VND-0002,Thales Group,3,Airframe,316214.87,948644.61,EUR,2022-04-13,2022-09-19,Bangalore,PG-ENGINE,Partially Delivered,
454500500,MAT-MRO-005,VND-0005,Hindustan Aeronautics Ltd,7,MRO,192547.17,1347830.19,EUR,2021-04-26,2022-03-04,Nagpur,PG-SAFETY,Fully Delivered,
454500501,MAT-MRO-003,VND-0008,Pratt & Whitney,17,MRO,8840.92,150295.64,EUR,2022-03-29,2022-10-21,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500502,MAT-RAFx-008,VND-0008,Pratt & Whitney,3,Fuel System,355696.94,1067090.82,EUR,2021-11-07,2022-06-30,Bangalore,PG-AIRFRAME,Fully Delivered,
454500503,MAT-RAFx-006,VND-0007,Martin Baker Aircraft,1,Avionics,3880186.66,3880186.66,EUR,2023-08-14,2023-11-26,Merignac,PG-AIRFRAME,Fully Delivered,
454500504,MAT-RAFx-009,VND-0004,Dassault Reliance Aerospace,6,Safety,727588.96,4365533.76,EUR,2019-03-19,2019-10-31,Bangalore,PG-ENGINE,Blocked,
454500505,MAT-MRO-005,VND-0001,Safran Aircraft Engines,3,MRO,189152.62,567457.86,EUR,2021-06-18,2021-07-23,Bangalore,PG-ENGINE,Partially Delivered,
454500506,MAT-RAFx-007,VND-0001,Safran Aircraft Engines,10,Structure,210354.41,2103544.1,EUR,2022-12-01,2023-04-28,Nagpur,PG-AVIONICS,Fully Delivered,
454500507,MAT-RAFx-001,VND-0003,Tata Advanced Systems Ltd,2,Airframe,4533861.12,9067722.24,EUR,2023-05-16,2024-01-05,Bangalore,PG-AVIONICS,Partially Delivered,
454500508,MAT-MRO-002,VND-0001,Safran Aircraft Engines,48,MRO,46.47,2230.56,EUR,2024-02-26,2024-05-12,Bangalore,PG-SAFETY,Fully Delivered,
454500509,MAT-FAL8-002,VND-0006,Reliance Defence Ltd,5,Airframe,305986.33,1529931.65,EUR,2024-05-26,2024-10-02,Merignac,PG-ENGINE,Fully Delivered,
454500510,MAT-RAFx-006,VND-0007,Martin Baker Aircraft,9,Avionics,3467027.25,31203245.25,EUR,2019-05-29,2020-03-11,Bangalore,PG-ENGINE,Partially Delivered,
454500511,MAT-MRO-003,VND-0014,GE Aviation,37,MRO,7872.19,291271.03,EUR,2021-06-25,2022-02-03,Nagpur,PG-MRO,Fully Delivered,
454500512,MAT-FAL8-005,VND-0015,Honeywell Aerospace India,10,Interior,4443279.64,44432796.4,EUR,2021-09-14,2021-12-12,Bordeaux,PG-AVIONICS,Partially Delivered,
454500513,MAT-FAL8-001,VND-0007,Martin Baker Aircraft,6,Airframe,9525086.41,57150518.46,EUR,2019-01-20,2019-07-03,Nagpur,PG-AIRFRAME,Partially Delivered,
454500514,MAT-MRO-003,VND-0015,Honeywell Aerospace India,12,MRO,8169.24,98030.88,EUR,2020-12-25,2021-05-15,Bordeaux,PG-MRO,Cancelled,
454500515,MAT-RAFx-007,VND-0004,Dassault Reliance Aerospace,4,Structure,222524.15,890096.6,EUR,2020-02-28,2020-07-24,Bangalore,PG-ENGINE,Partially Delivered,
454500516,MAT-RAFx-005,VND-0013,Collins Aerospace,2,Avionics,3850640.29,7701280.58,EUR,2019-06-10,2020-03-18,Bangalore,PG-AIRFRAME,Fully Delivered,
454500517,MAT-MRO-001,VND-0006,Reliance Defence Ltd,40,MRO,72785.0,2911400.0,EUR,2024-01-14,2024-12-03,Bangalore,PG-ENGINE,Cancelled,
454500518,MAT-FAL8-003,VND-0004,Dassault Reliance Aerospace,10,Engine,2633454.19,26334541.9,EUR,2021-12-12,2022-08-15,Bangalore,PG-ENGINE,Fully Delivered,
454500519,MAT-FAL8-003,VND-0014,GE Aviation,3,Engine,2780823.82,8342471.46,EUR,2019-09-04,2020-06-25,Merignac,PG-AVIONICS,Fully Delivered,
454500520,MAT-FAL8-003,VND-0010,Elbit Systems India,2,Engine,2721795.42,5443590.84,EUR,2022-06-08,2022-11-17,Nagpur,PG-MRO,Open,
454500521,MAT-MRO-005,VND-0006,Reliance Defence Ltd,6,MRO,175643.84,1053863.04,EUR,2021-05-18,2021-10-02,Nagpur,PG-MRO,Partially Delivered,
454500522,MAT-RAFx-009,VND-0008,Pratt & Whitney,3,Safety,788911.93,2366735.79,EUR,2022-03-25,2022-08-19,Bordeaux,PG-SAFETY,Fully Delivered,
454500523,MAT-FAL8-004,VND-0014,GE Aviation,7,Avionics,2655311.24,18587178.68,EUR,2023-06-27,2023-10-11,Bordeaux,PG-SAFETY,Fully Delivered,PRICE_DEVIATION_HIGH
454500524,MAT-MRO-003,VND-0012,Bharat Electronics Ltd,21,MRO,8574.36,180061.56,EUR,2020-09-06,2021-02-11,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500525,MAT-RAFx-006,VND-0001,Safran Aircraft Engines,4,Avionics,3885780.3,15543121.2,EUR,2021-09-02,2022-08-20,Nagpur,PG-ENGINE,Open,
454500526,MAT-FAL8-002,VND-0009,MBDA,9,Airframe,342110.44,3078993.96,EUR,2020-06-11,2021-01-03,Bangalore,PG-AVIONICS,Open,
454500527,MAT-MRO-004,VND-0010,Elbit Systems India,42,MRO,94195.21,3956198.82,EUR,2019-12-24,2020-06-16,Hyderabad,PG-MRO,Partially Delivered,
454500528,MAT-RAFx-003,VND-0007,Martin Baker Aircraft,10,Landing Gear,917551.58,9175515.8,EUR,2022-07-17,2022-10-29,Nagpur,PG-MRO,Cancelled,
454500529,MAT-MRO-005,VND-0010,Elbit Systems India,7,MRO,195327.46,1367292.22,EUR,2019-05-27,2019-08-05,Nagpur,PG-ENGINE,Open,
454500530,MAT-RAFx-009,VND-0010,Elbit Systems India,7,Safety,751451.76,5260162.32,EUR,2021-06-30,2022-01-31,Hyderabad,PG-MRO,Fully Delivered,
454500531,MAT-RAFx-006,VND-0003,Tata Advanced Systems Ltd,1,Avionics,3478023.63,3478023.63,EUR,2020-04-25,2020-09-30,Merignac,PG-AVIONICS,Blocked,
454500532,MAT-RAFx-006,VND-0007,Martin Baker Aircraft,2,Avionics,5139131.21,10278262.42,EUR,2024-04-02,2024-12-30,Merignac,PG-AIRFRAME,Fully Delivered,PRICE_DEVIATION_HIGH
454500533,MAT-RAFx-009,VND-0010,Elbit Systems India,3,Safety,728122.05,2184366.15,EUR,2024-03-22,2024-11-06,Nagpur,PG-MRO,Partially Delivered,
454500534,MAT-RAFx-005,VND-0003,Tata Advanced Systems Ltd,9,Avionics,4322067.66,38898608.94,EUR,2019-02-28,2019-04-16,Nagpur,PG-MRO,Fully Delivered,
454500535,MAT-FAL8-005,VND-0014,GE Aviation,9,Interior,4492224.29,40430018.61,EUR,2022-01-28,2022-10-12,Bangalore,PG-AVIONICS,Open,
454500536,MAT-MRO-004,VND-0010,Elbit Systems India,30,MRO,93929.02,2817870.6,EUR,2022-07-26,2023-06-09,Bangalore,PG-ENGINE,Partially Delivered,
454500537,MAT-FAL8-002,VND-0008,Pratt & Whitney,9,Airframe,306028.98,2754260.82,EUR,2019-07-03,2020-03-15,Bordeaux,PG-ENGINE,Partially Delivered,
454500538,MAT-RAFx-001,VND-0001,Safran Aircraft Engines,9,Airframe,4411935.22,39707416.98,EUR,2023-10-03,2024-01-10,Merignac,PG-MRO,Partially Delivered,
454500539,MAT-MRO-001,VND-0005,Hindustan Aeronautics Ltd,1,MRO,78190.43,78190.43,EUR,2023-06-23,2023-12-19,Bangalore,PG-ENGINE,Fully Delivered,
454500540,MAT-RAFx-007,VND-0007,Martin Baker Aircraft,9,Structure,207886.77,1870980.93,EUR,2020-05-26,2020-09-16,Hyderabad,PG-AVIONICS,Fully Delivered,
454500541,MAT-RAFx-009,VND-0002,Thales Group,7,Safety,795640.31,5569482.17,EUR,2021-11-24,2022-11-02,Nagpur,PG-SAFETY,Fully Delivered,
454500542,MAT-RAFx-009,VND-0007,Martin Baker Aircraft,4,Safety,824114.56,3296458.24,EUR,2020-01-09,2020-04-17,Bangalore,PG-MRO,Partially Delivered,
454500543,MAT-RAFx-009,VND-0012,Bharat Electronics Ltd,10,Safety,779001.1,7790011.0,EUR,2020-10-18,2020-11-26,Merignac,PG-AVIONICS,Open,
454500544,MAT-RAFx-004,VND-0005,Hindustan Aeronautics Ltd,5,Engine,5170034.5,25850172.5,EUR,2021-06-16,2021-07-20,Hyderabad,PG-AVIONICS,Partially Delivered,
454500545,MAT-FAL8-001,VND-0007,Martin Baker Aircraft,5,Airframe,9934302.51,49671512.55,EUR,2021-10-17,2022-05-25,Nagpur,PG-AIRFRAME,Fully Delivered,
454500546,MAT-RAFx-005,VND-0001,Safran Aircraft Engines,5,Avionics,4280828.31,21404141.55,EUR,2019-05-27,2020-03-30,Nagpur,PG-MRO,Fully Delivered,
454500547,MAT-RAFx-001,VND-0002,Thales Group,4,Airframe,5927426.91,23709707.64,EUR,2021-06-26,2021-11-29,Merignac,PG-SAFETY,Fully Delivered,PRICE_DEVIATION_HIGH
454500548,MAT-RAFx-007,VND-0008,Pratt & Whitney,7,Structure,216096.46,1512675.22,EUR,2020-10-01,2021-04-14,Bangalore,PG-SAFETY,Open,
454500549,MAT-RAFx-004,VND-0005,Hindustan Aeronautics Ltd,8,Engine,5621897.61,44975180.88,EUR,2020-02-11,2020-09-12,Bordeaux,PG-AIRFRAME,Cancelled,
454500550,MAT-RAFx-008,VND-0011,Dynamatic Technologies,7,Fuel System,369330.42,2585312.94,EUR,2019-12-09,2020-05-28,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500551,MAT-RAFx-002,VND-0010,Elbit Systems India,8,Airframe,1854261.08,14834088.64,EUR,2019-11-14,2020-06-21,Hyderabad,PG-AIRFRAME,Fully Delivered,
454500552,MAT-MRO-005,VND-0006,Reliance Defence Ltd,1,MRO,171969.34,171969.34,EUR,2022-08-13,2022-11-29,Bordeaux,PG-MRO,Fully Delivered,
454500553,MAT-RAFx-008,VND-0006,Reliance Defence Ltd,9,Fuel System,397544.56,3577901.04,EUR,2023-03-30,2023-10-23,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500554,MAT-FAL8-003,VND-0006,Reliance Defence Ltd,3,Engine,2688311.92,8064935.76,EUR,2019-03-22,2019-12-25,Bangalore,PG-MRO,Fully Delivered,
454500555,MAT-RAFx-007,VND-0010,Elbit Systems India,3,Structure,211465.65,634396.95,EUR,2020-10-24,2021-07-20,Bangalore,PG-AVIONICS,Partially Delivered,
454500556,MAT-RAFx-003,VND-0009,MBDA,3,Landing Gear,942306.4,2826919.2,EUR,2023-08-06,2024-01-17,Bangalore,PG-MRO,Fully Delivered,
454500557,MAT-RAFx-006,VND-0015,Honeywell Aerospace India,1,Avionics,3770882.89,3770882.89,EUR,2021-01-15,2021-12-28,Bangalore,PG-MRO,Partially Delivered,
454500558,MAT-RAFx-007,VND-0009,MBDA,8,Structure,218928.67,1751429.36,EUR,2019-11-12,2020-10-20,Nagpur,PG-AIRFRAME,Partially Delivered,
454500559,MAT-RAFx-004,VND-0009,MBDA,2,Engine,7081081.2,14162162.4,EUR,2024-04-04,2024-07-09,Bordeaux,PG-AIRFRAME,Open,PRICE_DEVIATION_HIGH
454500560,MAT-RAFx-002,VND-0010,Elbit Systems India,7,Airframe,1845481.32,12918369.24,EUR,2021-12-12,2022-11-26,Nagpur,PG-AVIONICS,Fully Delivered,
454500561,MAT-MRO-005,VND-0012,Bharat Electronics Ltd,2,MRO,170587.35,341174.7,EUR,2024-03-01,2024-07-15,Merignac,PG-MRO,Fully Delivered,
454500562,MAT-RAFx-002,VND-0006,Reliance Defence Ltd,9,Airframe,1870121.5,16831093.5,EUR,2023-12-29,2024-08-27,Merignac,PG-SAFETY,Fully Delivered,
454500563,MAT-RAFx-009,VND-0009,MBDA,1,Safety,809240.68,809240.68,EUR,2023-09-05,2024-03-08,Bangalore,PG-AIRFRAME,Open,
454500564,MAT-RAFx-004,VND-0012,Bharat Electronics Ltd,4,Engine,5527861.73,22111446.92,EUR,2020-01-24,2020-05-31,Bordeaux,PG-SAFETY,Fully Delivered,
454500565,MAT-MRO-003,VND-0007,Martin Baker Aircraft,48,MRO,7682.43,368756.64,EUR,2022-07-31,2023-06-21,Hyderabad,PG-AIRFRAME,Partially Delivered,
454500566,MAT-RAFx-006,VND-0013,Collins Aerospace,3,Avionics,3729579.56,11188738.68,EUR,2021-10-30,2022-05-20,Bangalore,PG-MRO,Fully Delivered,
454500567,MAT-FAL8-002,VND-0015,Honeywell Aerospace India,6,Airframe,322564.16,1935384.96,EUR,2020-10-26,2021-06-03,Nagpur,PG-SAFETY,Partially Delivered,
454500568,MAT-RAFx-008,VND-0010,Elbit Systems India,9,Fuel System,362606.83,3263461.47,EUR,2023-04-18,2024-02-23,Hyderabad,PG-MRO,Cancelled,
454500569,MAT-FAL8-003,VND-0001,Safran Aircraft Engines,1,Engine,3016364.5,3016364.5,EUR,2022-05-05,2022-06-12,Nagpur,PG-AIRFRAME,Fully Delivered,
454500570,MAT-RAFx-010,VND-0004,Dassault Reliance Aerospace,4,Avionics,655287.47,2621149.88,EUR,2019-02-14,2019-08-04,Bangalore,PG-SAFETY,Cancelled,
454500571,MAT-RAFx-005,VND-0002,Thales Group,1,Avionics,4074002.59,4074002.59,EUR,2019-11-16,2020-02-24,Bordeaux,PG-AVIONICS,Partially Delivered,
454500572,MAT-RAFx-009,VND-0013,Collins Aerospace,5,Safety,729069.76,3645348.8,EUR,2021-03-29,2022-02-13,Nagpur,PG-MRO,Cancelled,
454500573,MAT-RAFx-006,VND-0008,Pratt & Whitney,10,Avionics,5671801.82,56718018.2,EUR,2019-07-15,2020-06-13,Hyderabad,PG-AIRFRAME,Fully Delivered,PRICE_DEVIATION_HIGH
454500574,MAT-RAFx-002,VND-0015,Honeywell Aerospace India,6,Airframe,1756203.9,10537223.4,EUR,2023-08-01,2024-04-09,Bordeaux,PG-SAFETY,Partially Delivered,
454500575,MAT-RAFx-001,VND-0011,Dynamatic Technologies,7,Airframe,3900373.98,27302617.86,EUR,2021-12-09,2022-01-29,Nagpur,PG-SAFETY,Partially Delivered,
454500576,MAT-RAFx-008,VND-0003,Tata Advanced Systems Ltd,1,Fuel System,390557.02,390557.02,EUR,2021-03-15,2021-11-28,Merignac,PG-AVIONICS,Fully Delivered,
454500577,MAT-FAL8-004,VND-0005,Hindustan Aeronautics Ltd,7,Avionics,1792995.77,12550970.39,EUR,2020-11-19,2021-01-30,Bangalore,PG-MRO,Fully Delivered,
454500578,MAT-RAFx-009,VND-0002,Thales Group,7,Safety,780227.52,5461592.64,EUR,2023-05-04,2023-08-08,Bordeaux,PG-MRO,Fully Delivered,
454500579,MAT-FAL8-003,VND-0011,Dynamatic Technologies,10,Engine,2663852.49,26638524.9,EUR,2022-06-15,2023-04-09,Hyderabad,PG-ENGINE,Partially Delivered,
454500580,MAT-MRO-004,VND-0002,Thales Group,8,MRO,94528.12,756224.96,EUR,2021-05-17,2021-12-20,Bangalore,PG-AIRFRAME,Partially Delivered,
454500581,MAT-RAFx-010,VND-0003,Tata Advanced Systems Ltd,6,Avionics,631529.12,3789174.72,EUR,2023-07-03,2024-03-15,Bordeaux,PG-AVIONICS,Fully Delivered,
454500582,MAT-FAL8-002,VND-0003,Tata Advanced Systems Ltd,2,Airframe,300153.43,600306.86,EUR,2019-04-22,2019-09-23,Nagpur,PG-AIRFRAME,Blocked,
454500583,MAT-FAL8-001,VND-0012,Bharat Electronics Ltd,2,Airframe,9203779.44,18407558.88,EUR,2021-08-22,2021-10-02,Bordeaux,PG-AVIONICS,Partially Delivered,
454500584,MAT-MRO-003,VND-0009,MBDA,49,MRO,7883.36,386284.64,EUR,2021-09-16,2022-08-30,Merignac,PG-MRO,Fully Delivered,
454500585,MAT-MRO-004,VND-0015,Honeywell Aerospace India,43,MRO,92394.48,3972962.64,EUR,2020-06-07,2020-10-02,Bangalore,PG-ENGINE,Open,
454500586,MAT-RAFx-002,VND-0008,Pratt & Whitney,1,Airframe,1675180.16,1675180.16,EUR,2022-09-14,2023-03-01,Nagpur,PG-AIRFRAME,Fully Delivered,
454500587,MAT-RAFx-001,VND-0005,Hindustan Aeronautics Ltd,7,Airframe,4019345.31,28135417.17,EUR,2021-02-18,2021-12-05,Nagpur,PG-MRO,Blocked,
454500588,MAT-MRO-005,VND-0009,MBDA,2,MRO,175717.95,351435.9,EUR,2021-10-22,2022-07-13,Merignac,PG-AVIONICS,Fully Delivered,
454500589,MAT-MRO-002,VND-0005,Hindustan Aeronautics Ltd,22,MRO,44.93,988.46,EUR,2023-03-05,2023-06-23,Nagpur,PG-ENGINE,Open,
454500590,MAT-RAFx-008,VND-0009,MBDA,5,Fuel System,398963.09,1994815.45,EUR,2022-07-05,2022-12-13,Merignac,PG-SAFETY,Cancelled,
454500591,MAT-RAFx-009,VND-0004,Dassault Reliance Aerospace,3,Safety,760254.91,2280764.73,EUR,2021-03-15,2021-06-23,Bangalore,PG-AVIONICS,Open,
454500592,MAT-FAL8-004,VND-0004,Dassault Reliance Aerospace,10,Avionics,1794435.74,17944357.4,EUR,2020-10-01,2021-09-05,Bordeaux,PG-AVIONICS,Partially Delivered,
454500593,MAT-MRO-004,VND-0009,MBDA,44,MRO,96417.55,4242372.2,EUR,2023-11-02,2024-02-10,Bangalore,PG-AVIONICS,Partially Delivered,
454500594,MAT-FAL8-004,VND-0015,Honeywell Aerospace India,3,Avionics,1947494.45,5842483.35,EUR,2022-03-02,2022-06-20,Merignac,PG-AVIONICS,Partially Delivered,
454500595,MAT-FAL8-001,VND-0014,GE Aviation,3,Airframe,9845160.89,29535482.67,EUR,2023-04-17,2023-10-27,Hyderabad,PG-ENGINE,Cancelled,
454500596,MAT-FAL8-005,VND-0012,Bharat Electronics Ltd,5,Interior,6699354.72,33496773.6,EUR,2020-01-20,2020-04-13,Bangalore,PG-ENGINE,Open,PRICE_DEVIATION_HIGH
454500597,MAT-MRO-005,VND-0010,Elbit Systems India,10,MRO,177034.98,1770349.8,EUR,2020-04-20,2020-09-15,Hyderabad,PG-AVIONICS,Fully Delivered,
454500598,MAT-MRO-002,VND-0014,GE Aviation,39,MRO,44.78,1746.42,EUR,2022-08-23,2023-04-01,Hyderabad,PG-AVIONICS,Open,
454500599,MAT-RAFx-006,VND-0004,Dassault Reliance Aerospace,4,Avionics,3423079.9,13692319.6,EUR,2023-04-15,2023-05-22,Bordeaux,PG-AVIONICS,Cancelled,
454500600,MAT-RAFx-007,VND-0002,Thales Group,3,Structure,224350.67,673052.01,EUR,2021-06-18,2022-05-29,Hyderabad,PG-AVIONICS,Fully Delivered,
454500601,MAT-FAL8-004,VND-0007,Martin Baker Aircraft,1,Avionics,1932810.71,1932810.71,EUR,2023-08-16,2024-03-27,Bangalore,PG-SAFETY,Fully Delivered,
454500602,MAT-MRO-003,VND-0009,MBDA,42,MRO,8693.03,365107.26,EUR,2023-05-31,2023-07-19,Merignac,PG-AVIONICS,Fully Delivered,
454500603,MAT-MRO-002,VND-0009,MBDA,26,MRO,48.48,1260.48,EUR,2019-03-22,2020-01-31,Merignac,PG-AVIONICS,Partially Delivered,
454500604,MAT-RAFx-010,VND-0008,Pratt & Whitney,7,Avionics,658132.24,4606925.68,EUR,2023-05-04,2023-10-27,Bangalore,PG-AIRFRAME,Fully Delivered,
454500605,MAT-MRO-002,VND-0015,Honeywell Aerospace India,10,MRO,44.74,447.4,EUR,2022-08-16,2023-05-04,Bordeaux,PG-SAFETY,Open,
454500606,MAT-MRO-003,VND-0003,Tata Advanced Systems Ltd,26,MRO,8086.59,210251.34,EUR,2021-07-12,2021-08-23,Bordeaux,PG-MRO,Open,
