OpportunityId,AccountId,AccountName,OpportunityName,Product,Quantity,Amount_EUR,Stage,Probability,CloseDate,CreatedDate,SalesRep,LeadSource,CycleLength_Days,Anomaly,Region
OPP00938,ACC0012,Dassault Reliance Aerospace,Falcon 8X — Egypt (3 units),Falcon 8X,3,172101839.96,Prospecting,10,2026-02-02,2021-11-13,Sophie Leclerc,Air Show,,,Africa
OPP00939,ACC0027,Swiss Air Force,Falcon 6X — Indonesia (5 units),Falcon 6X,5,193967300.76,Proposal,50,2023-07-13,2021-06-05,Jean-Pierre Martin,Government RFP,,,Asia
OPP00940,ACC0021,Boeing India,Falcon 6X — India (8 units),Falcon 6X,8,409647476.17,Qualification,25,2022-12-20,2019-12-25,Antoine Morel,Direct Contact,,,Asia
OPP00941,ACC0002,Indian Navy,Falcon 8X — Egypt (6 units),Falcon 8X,6,387117709.89,Negotiation,75,2025-11-21,2021-06-26,Isabelle Bernard,Government RFP,,,Africa
OPP00942,ACC0015,MBDA India,Rafale F4 — Greece (2 units),Rafale F4,2,206684638.54,Qualification,25,2021-06-19,2018-06-01,Jean-Pierre Martin,Government RFP,,,Europe
OPP00943,ACC0009,Airbus Group,Rafale F3-R — Spain (11 units),Rafale F3-R,11,1087961220.77,Closed Lost,0,2026-03-14,2021-10-26,Jean-Pierre Martin,Direct Contact,1600.0,,Europe
OPP00944,ACC0012,Dassault Reliance Aerospace,Training Program — Egypt (5 units),Training Program,5,14020005.16,Closed Won,100,2019-07-25,2017-12-05,Antoine Morel,Government RFP,597.0,,Africa
OPP00945,ACC0011,Thales Group,Upgrade EW Suite — India (3 units),Upgrade EW Suite,3,22196160.86,Closed Won,100,2022-06-20,2018-04-17,Sophie Leclerc,Direct Contact,1525.0,,Asia
OPP00946,ACC0024,Royal Saudi Air Force,Falcon 6X — UAE (8 units),Falcon 6X,8,382297777.09,Closed Won,100,2021-03-21,2018-02-27,Antoine Morel,Government RFP,1118.0,,Middle East
OPP00947,ACC0010,Safran Group,Falcon 6X — Germany (10 units),Falcon 6X,10,467402567.68,Qualification,25,2019-08-28,2018-09-02,Isabelle Bernard,Air Show,,,Europe
OPP00948,ACC0026,Singapore Air Force,Falcon 10X — Qatar (4 units),Falcon 10X,4,338618849.84,Prospecting,10,2023-02-23,2021-10-13,Jean-Pierre Martin,Air Show,,,Middle East
OPP00949,ACC0026,Singapore Air Force,Spare Parts Package — Qatar (7 units),Spare Parts Package,7,14104878.96,Qualification,25,2022-03-25,2019-08-06,Isabelle Bernard,Air Show,,,Middle East
OPP00950,ACC0021,Boeing India,Upgrade EW Suite — India (7 units),Upgrade EW Suite,7,58417069.01,Qualification,25,2022-09-12,2020-05-31,Marc Dupont,Referral,,,Asia
OPP00951,ACC0030,Kuwait Air Force,Spare Parts Package — Germany (4 units),Spare Parts Package,4,7567618.12,Qualification,25,2017-10-13,2017-07-14,Jean-Pierre Martin,Referral,,,Europe
OPP00952,ACC0007,Indonesian Air Force,Falcon 6X — Indonesia (5 units),Falcon 6X,5,223113926.08,Qualification,25,2025-01-31,2023-10-21,Marc Dupont,Direct Contact,,,Asia
OPP00953,ACC0010,Safran Group,MRO Contract Rafale — Germany (6 units),MRO Contract Rafale,6,28239210.26,Closed Won,100,2022-02-28,2018-02-01,Antoine Morel,Government RFP,1488.0,,Europe
OPP00954,ACC0023,Egyptian Air Force,MRO Contract Rafale — France (6 units),MRO Contract Rafale,6,32171628.92,Closed Won,100,2024-08-08,2021-01-20,Antoine Morel,Diplomatic Channel,1296.0,,Europe
OPP00955,ACC0024,Royal Saudi Air Force,MRO Contract Rafale — UAE (4 units),MRO Contract Rafale,4,20901490.06,Negotiation,75,2020-02-03,2019-05-11,Jean-Pierre Martin,Government RFP,,,Middle East
OPP00956,ACC0010,Safran Group,Offset Industrial Package — Germany (2 units),Offset Industrial Package,2,25869350.41,Qualification,25,2021-11-18,2019-02-20,Jean-Pierre Martin,Air Show,,,Europe
OPP00957,ACC0022,Lockheed Martin India,Upgrade EW Suite — Egypt (10 units),Upgrade EW Suite,10,76229551.25,Closed Lost,0,2023-09-12,2022-04-27,Antoine Morel,Government RFP,503.0,,Africa
OPP00958,ACC0019,Collins Aerospace India,Rafale F3-R — Spain (3 units),Rafale F3-R,3,245028244.93,Closed Won,100,2027-09-05,2023-03-05,Antoine Morel,Referral,1645.0,,Europe
OPP00959,ACC0003,Armée de l'Air française,MRO Contract Rafale — France (8 units),MRO Contract Rafale,8,41558375.66,Closed Lost,0,2018-12-10,2018-04-26,Isabelle Bernard,Direct Contact,228.0,,Europe
OPP00960,ACC0014,HAL (Hindustan Aeronautics),Upgrade EW Suite — UAE (9 units),Upgrade EW Suite,9,78283119.74,Negotiation,75,2023-01-09,2018-11-15,Sophie Leclerc,Referral,,,Middle East
OPP00961,ACC0028,Belgian Air Force,Rafale F3-R — Croatia (10 units),Rafale F3-R,10,781414215.52,Closed Won,100,2021-08-11,2019-02-19,Isabelle Bernard,Diplomatic Channel,904.0,,Europe
OPP00962,ACC0013,Tata Advanced Systems,Upgrade EW Suite — France (2 units),Upgrade EW Suite,2,14394487.46,Proposal,50,2027-05-01,2022-09-18,Isabelle Bernard,Direct Contact,,,Europe
OPP00963,ACC0015,MBDA India,Offset Industrial Package — Greece (5 units),Offset Industrial Package,5,68405803.42,Qualification,25,2018-07-05,2017-01-15,Antoine Morel,Air Show,,,Europe
OPP00964,ACC0016,Reliance Defence,Upgrade EW Suite — Qatar (8 units),Upgrade EW Suite,8,64073301.08,Proposal,50,2024-05-15,2022-11-21,Marc Dupont,Referral,,,Middle East
OPP00965,ACC0012,Dassault Reliance Aerospace,Upgrade EW Suite — Egypt (2 units),Upgrade EW Suite,2,14421323.67,Negotiation,75,2019-05-24,2017-07-06,Jean-Pierre Martin,Government RFP,,,Africa
OPP00966,ACC0002,Indian Navy,Falcon 10X — Egypt (3 units),Falcon 10X,3,209504352.74,Negotiation,75,2019-03-22,2017-07-31,Sophie Leclerc,Diplomatic Channel,,,Africa
OPP00967,ACC0024,Royal Saudi Air Force,Rafale F4 — UAE (1 units),Rafale F4,1,99236396.76,Closed Lost,0,2025-11-07,2023-10-15,Jean-Pierre Martin,Diplomatic Channel,754.0,,Middle East
OPP00968,ACC0002,Indian Navy,Falcon 10X — Egypt (12 units),Falcon 10X,12,801075132.04,Proposal,50,2024-06-04,2023-11-10,Jean-Pierre Martin,Referral,,,Africa
OPP00969,ACC0022,Lockheed Martin India,Falcon 6X — Egypt (12 units),Falcon 6X,12,615366849.24,Proposal,50,2019-04-26,2018-12-25,Antoine Morel,Diplomatic Channel,,,Africa
OPP00970,ACC0013,Tata Advanced Systems,Rafale F4 — France (12 units),Rafale F4,12,1224053267.83,Closed Lost,0,2022-12-22,2021-04-14,Antoine Morel,Diplomatic Channel,617.0,,Europe
OPP00971,ACC0024,Royal Saudi Air Force,Falcon 6X — UAE (8 units),Falcon 6X,8,329829016.05,Qualification,25,2023-10-16,2020-01-06,Isabelle Bernard,Government RFP,,,Middle East
OPP00972,ACC0016,Reliance Defence,Training Program — Qatar (4 units),Training Program,4,12827322.86,Proposal,50,2024-10-19,2021-11-13,Jean-Pierre Martin,Direct Contact,,,Middle East
OPP00973,ACC0018,Honeywell India,Falcon 8X — Croatia (8 units),Falcon 8X,8,434644035.26,Qualification,25,2021-12-21,2018-12-23,Sophie Leclerc,Referral,,,Europe
OPP00974,ACC0006,Qatar Emiri Air Force,Rafale F3-R — Qatar (5 units),Rafale F3-R,5,404494017.58,Closed Won,100,2023-02-03,2018-12-29,Antoine Morel,Government RFP,1497.0,,Middle East
OPP00975,ACC0027,Swiss Air Force,Rafale F4 — Indonesia (3 units),Rafale F4,3,248410162.96,Negotiation,75,2023-08-13,2019-10-02,Isabelle Bernard,Air Show,,,Asia
OPP00976,ACC0007,Indonesian Air Force,Upgrade EW Suite — Indonesia (3 units),Upgrade EW Suite,3,25632705.3,Negotiation,75,2019-07-01,2017-02-18,Isabelle Bernard,Air Show,,,Asia
OPP00977,ACC0002,Indian Navy,Rafale F4 — Egypt (1 units),Rafale F4,1,102508204.05,Qualification,25,2022-01-21,2017-06-29,Jean-Pierre Martin,Referral,,,Africa
OPP00978,ACC0001,Indian Air Force,Falcon 8X — India (11 units),Falcon 8X,11,679728161.77,Closed Lost,0,2017-12-12,2017-02-08,Antoine Morel,Referral,307.0,,Asia
OPP00979,ACC0002,Indian Navy,Rafale F4 — Egypt (4 units),Rafale F4,4,338872231.22,Closed Won,100,2028-02-18,2023-04-25,Sophie Leclerc,Referral,1760.0,,Africa
OPP00980,ACC0011,Thales Group,MRO Contract Rafale — India (8 units),MRO Contract Rafale,8,35854159.88,Negotiation,75,2019-05-16,2017-08-17,Antoine Morel,Air Show,,,Asia
OPP00981,ACC0006,Qatar Emiri Air Force,Rafale F3-R — Qatar (1 units),Rafale F3-R,1,79276013.42,Qualification,25,2022-11-26,2020-04-30,Sophie Leclerc,Air Show,,,Middle East
OPP00982,ACC0012,Dassault Reliance Aerospace,Falcon 6X — Egypt (1 units),Falcon 6X,1,41310114.4,Qualification,25,2025-03-30,2021-04-28,Marc Dupont,Government RFP,,,Africa
OPP00983,ACC0014,HAL (Hindustan Aeronautics),Spare Parts Package — UAE (11 units),Spare Parts Package,11,24535877.83,Negotiation,75,2019-02-15,2018-04-06,Sophie Leclerc,Air Show,,,Middle East
OPP00984,ACC0012,Dassault Reliance Aerospace,Falcon 10X — Egypt (6 units),Falcon 10X,6,392799142.1,Qualification,25,2021-06-18,2020-09-28,Jean-Pierre Martin,Diplomatic Channel,,,Africa
OPP00985,ACC0028,Belgian Air Force,Falcon 8X — Croatia (3 units),Falcon 8X,3,176145933.81,Negotiation,75,2024-10-23,2020-10-03,Isabelle Bernard,Government RFP,,,Europe
OPP00986,ACC0021,Boeing India,Falcon 10X — India (10 units),Falcon 10X,10,821451572.62,Closed Won,100,2022-09-03,2020-11-27,Isabelle Bernard,Referral,645.0,,Asia
OPP00987,ACC0008,Croatian Air Force,Falcon 10X — Croatia (12 units),Falcon 10X,12,980644555.69,Closed Won,100,2018-02-07,2017-01-09,Sophie Leclerc,Referral,394.0,,Europe
OPP00988,ACC0015,MBDA India,Falcon 8X — Greece (7 units),Falcon 8X,7,413283619.48,Closed Won,100,2023-03-31,2022-05-14,Antoine Morel,Direct Contact,321.0,,Europe
OPP00989,ACC0014,HAL (Hindustan Aeronautics),Falcon 10X — UAE (3 units),Falcon 10X,3,197355173.75,Qualification,25,2020-11-01,2018-06-07,Marc Dupont,Referral,,,Middle East
OPP00990,ACC0029,Finnish Air Force,Training Program — Spain (7 units),Training Program,7,20882117.87,Negotiation,75,2025-06-16,2021-08-23,Marc Dupont,Government RFP,,,Europe
OPP00991,ACC0015,MBDA India,Falcon 6X — Greece (7 units),Falcon 6X,7,307313335.18,Negotiation,75,2025-08-01,2022-07-30,Antoine Morel,Diplomatic Channel,,,Europe
OPP00992,ACC0017,GE Aviation India,Falcon 6X — Indonesia (7 units),Falcon 6X,7,275651874.67,Negotiation,75,2026-05-01,2021-09-24,Sophie Leclerc,Air Show,,,Asia
OPP00993,ACC0011,Thales Group,Falcon 6X — India (6 units),Falcon 6X,6,229732154.57,Proposal,50,2020-02-05,2017-03-12,Sophie Leclerc,Air Show,,,Asia
OPP00994,ACC0026,Singapore Air Force,Rafale F3-R — Qatar (6 units),Rafale F3-R,6,517459082.85,Proposal,50,2019-08-14,2018-07-25,Antoine Morel,Direct Contact,,,Middle East
OPP00995,ACC0008,Croatian Air Force,Falcon 6X — Croatia (4 units),Falcon 6X,4,197702377.62,Closed Won,100,2018-07-13,2017-08-17,Sophie Leclerc,Direct Contact,330.0,,Europe
OPP00996,ACC0025,Malaysian RMAF,Rafale F3-R — Greece (12 units),Rafale F3-R,12,1230631874.39,Prospecting,10,2022-01-04,2021-03-03,Antoine Morel,Air Show,,,Europe
OPP00997,ACC0003,Armée de l'Air française,Training Program — France (10 units),Training Program,10,33334292.79,Qualification,25,2018-05-18,2017-05-04,Jean-Pierre Martin,Government RFP,,,Europe
OPP00998,ACC0001,Indian Air Force,Rafale F4 — India (1 units),Rafale F4,1,96971719.91,Qualification,25,2022-12-09,2021-09-02,Isabelle Bernard,Government RFP,,,Asia
OPP00999,ACC0002,Indian Navy,Upgrade EW Suite — Egypt (12 units),Upgrade EW Suite,12,108924454.01,Proposal,50,2024-05-29,2022-04-10,Isabelle Bernard,Air Show,,,Africa
OPP01000,ACC0026,Singapore Air Force,Falcon 10X — Qatar (2 units),Falcon 10X,2,134514930.12,Negotiation,75,2018-07-31,2017-05-12,Antoine Morel,Government RFP,,,Middle East
OPP01001,ACC0024,Royal Saudi Air Force,Rafale F3-R — UAE (7 units),Rafale F3-R,7,692876537.85,Negotiation,75,2026-12-28,2022-02-04,Marc Dupont,Diplomatic Channel,,,Middle East
OPP01002,ACC0007,Indonesian Air Force,Upgrade EW Suite — Indonesia (5 units),Upgrade EW Suite,5,42512233.78,Closed Lost,0,2023-07-10,2021-10-02,Jean-Pierre Martin,Diplomatic Channel,646.0,,Asia
OPP01003,ACC0007,Indonesian Air Force,Spare Parts Package — Indonesia (3 units),Spare Parts Package,3,6437642.53,Negotiation,75,2022-12-19,2021-06-29,Isabelle Bernard,Government RFP,,,Asia
OPP01004,ACC0007,Indonesian Air Force,Upgrade EW Suite — Indonesia (10 units),Upgrade EW Suite,10,88201111.75,Negotiation,75,2026-02-27,2022-04-03,Isabelle Bernard,Direct Contact,,,Asia
OPP01005,ACC0007,Indonesian Air Force,Falcon 8X — Indonesia (1 units),Falcon 8X,1,65460106.69,Qualification,25,2022-08-12,2021-10-04,Jean-Pierre Martin,Air Show,,,Asia
OPP01006,ACC0020,Rolls-Royce India,MRO Contract Rafale — Germany (10 units),MRO Contract Rafale,10,54181958.9,Prospecting,10,2022-08-04,2020-10-06,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP01007,ACC0016,Reliance Defence,Rafale F4 — Qatar (2 units),Rafale F4,2,173578866.97,Closed Won,100,2019-02-07,2017-02-14,Sophie Leclerc,Diplomatic Channel,723.0,,Middle East
OPP01008,ACC0026,Singapore Air Force,Falcon 6X — Qatar (11 units),Falcon 6X,11,558736483.43,Proposal,50,2023-02-20,2019-09-12,Antoine Morel,Air Show,,,Middle East
OPP01009,ACC0030,Kuwait Air Force,Offset Industrial Package — Germany (8 units),Offset Industrial Package,8,103644502.06,Prospecting,10,2022-07-04,2020-07-12,Jean-Pierre Martin,Referral,,,Europe
OPP01010,ACC0021,Boeing India,Falcon 10X — India (7 units),Falcon 10X,7,525034033.1,Closed Won,100,2024-11-04,2020-07-12,Marc Dupont,Government RFP,1576.0,,Asia
OPP01011,ACC0015,MBDA India,Rafale F4 — Greece (6 units),Rafale F4,6,554146001.97,Qualification,25,2027-06-03,2022-08-25,Sophie Leclerc,Air Show,,,Europe
OPP01012,ACC0004,UAE Air Force,Offset Industrial Package — UAE (7 units),Offset Industrial Package,7,104274020.57,Proposal,50,2018-07-08,2017-06-03,Isabelle Bernard,Air Show,,,Middle East
OPP01013,ACC0006,Qatar Emiri Air Force,Rafale F4 — Qatar (12 units),Rafale F4,12,1048196967.04,Closed Won,100,2023-05-02,2019-06-03,Sophie Leclerc,Government RFP,1429.0,,Middle East
OPP01014,ACC0025,Malaysian RMAF,Upgrade EW Suite — Greece (9 units),Upgrade EW Suite,9,82633223.63,Closed Won,100,2028-05-20,2023-10-30,Marc Dupont,Direct Contact,1664.0,,Europe
OPP01015,ACC0007,Indonesian Air Force,Falcon 8X — Indonesia (6 units),Falcon 8X,6,337410891.67,Closed Won,100,2026-08-27,2023-12-29,Jean-Pierre Martin,Direct Contact,972.0,,Asia
OPP01016,ACC0019,Collins Aerospace India,Falcon 6X — Spain (4 units),Falcon 6X,4,206838512.89,Prospecting,10,2024-11-27,2023-10-22,Antoine Morel,Direct Contact,,,Europe
OPP01017,ACC0029,Finnish Air Force,Rafale F4 — Spain (1 units),Rafale F4,1,84814741.86,Negotiation,75,2025-03-10,2020-06-21,Jean-Pierre Martin,Direct Contact,,,Europe
OPP01018,ACC0022,Lockheed Martin India,Rafale F4 — Egypt (8 units),Rafale F4,8,717527863.64,Qualification,25,2022-02-17,2020-04-25,Antoine Morel,Referral,,,Africa
OPP01019,ACC0022,Lockheed Martin India,MRO Contract Rafale — Egypt (2 units),MRO Contract Rafale,2,8713401.76,Proposal,50,2025-01-25,2022-03-03,Marc Dupont,Direct Contact,,,Africa
OPP01020,ACC0009,Airbus Group,Falcon 8X — Spain (2 units),Falcon 8X,2,136980503.23,Prospecting,10,2024-04-30,2022-06-23,Isabelle Bernard,Direct Contact,,,Europe
OPP01021,ACC0027,Swiss Air Force,Offset Industrial Package — Indonesia (11 units),Offset Industrial Package,11,146634719.81,Negotiation,75,2024-11-11,2021-02-11,Marc Dupont,Referral,,,Asia
OPP01022,ACC0026,Singapore Air Force,Rafale F4 — Qatar (11 units),Rafale F4,11,1017786392.82,Proposal,50,2026-02-13,2022-01-18,Jean-Pierre Martin,Diplomatic Channel,,,Middle East
OPP01023,ACC0014,HAL (Hindustan Aeronautics),Rafale F3-R — UAE (12 units),Rafale F3-R,12,1174151366.8,Prospecting,10,2024-02-16,2023-04-17,Marc Dupont,Direct Contact,,,Middle East
OPP01024,ACC0007,Indonesian Air Force,Falcon 8X — Indonesia (10 units),Falcon 8X,10,581870475.66,Qualification,25,2020-08-27,2017-10-26,Jean-Pierre Martin,Referral,,,Asia
OPP01025,ACC0010,Safran Group,Training Program — Germany (8 units),Training Program,8,25025888.28,Qualification,25,2023-06-22,2022-03-20,Jean-Pierre Martin,Direct Contact,,,Europe
OPP01026,ACC0016,Reliance Defence,Spare Parts Package — Qatar (4 units),Spare Parts Package,4,7763649.13,Proposal,50,2021-05-11,2017-09-22,Isabelle Bernard,Government RFP,,,Middle East
OPP01027,ACC0019,Collins Aerospace India,Training Program — Spain (2 units),Training Program,2,5601075.11,Negotiation,75,2020-04-23,2017-06-06,Sophie Leclerc,Government RFP,,,Europe
OPP01028,ACC0018,Honeywell India,MRO Contract Rafale — Croatia (10 units),MRO Contract Rafale,10,42969848.81,Closed Won,100,2024-05-03,2023-09-29,Marc Dupont,Direct Contact,217.0,,Europe
OPP01029,ACC0001,Indian Air Force,Training Program — India (4 units),Training Program,4,10394679.05,Closed Lost,0,2021-05-03,2017-04-04,Isabelle Bernard,Referral,1490.0,,Asia
OPP01030,ACC0030,Kuwait Air Force,Falcon 10X — Germany (11 units),Falcon 10X,11,744836140.73,Prospecting,10,2021-02-08,2018-08-04,Jean-Pierre Martin,Referral,,,Europe
OPP01031,ACC0029,Finnish Air Force,Training Program — Spain (7 units),Training Program,7,21156101.04,Qualification,25,2020-06-16,2019-11-29,Jean-Pierre Martin,Direct Contact,,,Europe
OPP01032,ACC0026,Singapore Air Force,MRO Contract Rafale — Qatar (5 units),MRO Contract Rafale,5,22483999.61,Closed Lost,0,2023-11-12,2020-12-01,Isabelle Bernard,Diplomatic Channel,1076.0,,Middle East
OPP01033,ACC0017,GE Aviation India,Falcon 8X — Indonesia (12 units),Falcon 8X,12,706345341.18,Proposal,50,2023-09-13,2023-05-26,Antoine Morel,Diplomatic Channel,,,Asia
OPP01034,ACC0018,Honeywell India,Falcon 6X — Croatia (2 units),Falcon 6X,2,96013539.43,Negotiation,75,2025-07-20,2023-06-28,Marc Dupont,Air Show,,,Europe
OPP01035,ACC0009,Airbus Group,Falcon 8X — Spain (8 units),Falcon 8X,8,542469993.51,Closed Won,100,2023-06-26,2022-08-08,Isabelle Bernard,Referral,322.0,,Europe
OPP01036,ACC0021,Boeing India,Upgrade EW Suite — India (12 units),Upgrade EW Suite,12,81705894.47,Closed Lost,0,2023-01-02,2022-01-20,Isabelle Bernard,Diplomatic Channel,347.0,,Asia
OPP01037,ACC0015,MBDA India,Rafale F4 — Greece (1 units),Rafale F4,1,86980749.0,Proposal,50,2022-05-31,2019-02-08,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP01038,ACC0011,Thales Group,Spare Parts Package — India (4 units),Spare Parts Package,4,7635405.33,Closed Lost,0,2022-08-16,2019-02-22,Jean-Pierre Martin,Referral,1271.0,,Asia
OPP01039,ACC0009,Airbus Group,MRO Contract Rafale — Spain (1 units),MRO Contract Rafale,1,4702916.71,Negotiation,75,2021-05-22,2020-06-11,Isabelle Bernard,Direct Contact,,,Europe
OPP01040,ACC0010,Safran Group,Spare Parts Package — Germany (7 units),Spare Parts Package,7,13377261.71,Proposal,50,2027-08-14,2023-01-31,Marc Dupont,Air Show,,,Europe
OPP01041,ACC0009,Airbus Group,Falcon 8X — Spain (8 units),Falcon 8X,8,469687240.4,Negotiation,75,2020-02-22,2018-12-26,Antoine Morel,Direct Contact,,,Europe
OPP01042,ACC0020,Rolls-Royce India,Spare Parts Package — Germany (5 units),Spare Parts Package,5,11035274.83,Negotiation,75,2026-02-01,2021-11-27,Antoine Morel,Air Show,,,Europe
OPP01043,ACC0029,Finnish Air Force,Rafale F4 — Spain (2 units),Rafale F4,2,166609362.58,Negotiation,75,2019-09-27,2017-03-09,Jean-Pierre Martin,Direct Contact,,,Europe
OPP01044,ACC0020,Rolls-Royce India,Offset Industrial Package — Germany (9 units),Offset Industrial Package,9,118787933.93,Negotiation,75,2026-09-30,2021-12-25,Jean-Pierre Martin,Referral,,,Europe
OPP01045,ACC0006,Qatar Emiri Air Force,Spare Parts Package — Qatar (4 units),Spare Parts Package,4,7334910.49,Negotiation,75,2022-12-27,2022-02-06,Sophie Leclerc,Direct Contact,,,Middle East
OPP01046,ACC0016,Reliance Defence,Rafale F4 — Qatar (6 units),Rafale F4,6,649962353.45,Proposal,50,2027-01-19,2022-03-16,Isabelle Bernard,Air Show,,,Middle East
OPP01047,ACC0008,Croatian Air Force,MRO Contract Rafale — Croatia (4 units),MRO Contract Rafale,4,20045364.88,Closed Won,100,2021-09-24,2020-01-02,Marc Dupont,Direct Contact,631.0,,Europe
OPP01048,ACC0002,Indian Navy,Falcon 6X — Egypt (1 units),Falcon 6X,1,50402527.92,Prospecting,10,2022-01-16,2021-08-26,Sophie Leclerc,Referral,,,Africa
OPP01049,ACC0026,Singapore Air Force,Upgrade EW Suite — Qatar (12 units),Upgrade EW Suite,12,98878435.42,Qualification,25,2024-03-18,2020-10-04,Isabelle Bernard,Government RFP,,,Middle East
OPP01050,ACC0025,Malaysian RMAF,Upgrade EW Suite — Greece (7 units),Upgrade EW Suite,7,50836694.78,Closed Won,100,2026-02-25,2021-05-31,Antoine Morel,Direct Contact,1731.0,,Europe
OPP01051,ACC0013,Tata Advanced Systems,Falcon 8X — France (11 units),Falcon 8X,11,638301516.04,Proposal,50,2020-12-23,2018-12-13,Antoine Morel,Government RFP,,,Europe
OPP01052,ACC0010,Safran Group,Spare Parts Package — Germany (4 units),Spare Parts Package,4,7038987.02,Negotiation,75,2022-03-16,2018-06-02,Antoine Morel,Direct Contact,,,Europe
OPP01053,ACC0005,Hellenic Air Force,Falcon 10X — Greece (9 units),Falcon 10X,9,605958266.68,Qualification,25,2021-05-21,2020-08-13,Jean-Pierre Martin,Direct Contact,,,Europe
OPP01054,ACC0001,Indian Air Force,Rafale F3-R — India (11 units),Rafale F3-R,11,1070199572.74,Prospecting,10,2022-12-06,2018-09-19,Antoine Morel,Air Show,,,Asia
OPP01055,ACC0015,MBDA India,Offset Industrial Package — Greece (7 units),Offset Industrial Package,7,90046631.1,Closed Lost,0,2022-04-08,2018-06-19,Marc Dupont,Government RFP,1389.0,,Europe
OPP01056,ACC0009,Airbus Group,Falcon 6X — Spain (11 units),Falcon 6X,11,554089522.23,Qualification,25,2021-12-14,2020-05-01,Isabelle Bernard,Referral,,,Europe
OPP01057,ACC0028,Belgian Air Force,Rafale F3-R — Croatia (5 units),Rafale F3-R,5,393700054.86,Negotiation,75,2022-06-09,2018-08-12,Antoine Morel,Air Show,,,Europe
OPP01058,ACC0013,Tata Advanced Systems,Rafale F4 — France (8 units),Rafale F4,8,857401377.8,Qualification,25,2020-03-16,2018-05-18,Marc Dupont,Government RFP,,,Europe
OPP01059,ACC0023,Egyptian Air Force,Rafale F4 — France (2 units),Rafale F4,2,189671967.92,Closed Lost,0,2022-06-19,2021-01-20,Isabelle Bernard,Air Show,515.0,,Europe
OPP01060,ACC0018,Honeywell India,Training Program — Croatia (1 units),Training Program,1,2922370.62,Closed Lost,0,2023-02-17,2022-06-16,Sophie Leclerc,Direct Contact,246.0,,Europe
OPP01061,ACC0030,Kuwait Air Force,Spare Parts Package — Germany (6 units),Spare Parts Package,6,12480786.47,Closed Won,100,2023-04-24,2022-01-21,Marc Dupont,Air Show,458.0,,Europe
OPP01062,ACC0025,Malaysian RMAF,Falcon 8X — Greece (11 units),Falcon 8X,11,673324182.26,Closed Won,100,2024-09-15,2023-10-21,Marc Dupont,Referral,330.0,,Europe
OPP01063,ACC0011,Thales Group,Training Program — India (10 units),Training Program,10,30899935.81,Qualification,25,2021-06-17,2017-01-21,Marc Dupont,Air Show,,,Asia
OPP01064,ACC0022,Lockheed Martin India,Falcon 6X — Egypt (10 units),Falcon 6X,10,386489957.77,Negotiation,75,2021-10-09,2017-04-05,Sophie Leclerc,Government RFP,,,Africa
OPP01065,ACC0021,Boeing India,MRO Contract Rafale — India (2 units),MRO Contract Rafale,2,11195717.12,Proposal,50,2018-10-23,2017-05-01,Jean-Pierre Martin,Government RFP,,,Asia
OPP01066,ACC0020,Rolls-Royce India,Falcon 10X — Germany (5 units),Falcon 10X,5,372927173.11,Proposal,50,2021-05-15,2018-01-12,Marc Dupont,Direct Contact,,,Europe
OPP01067,ACC0015,MBDA India,Training Program — Greece (7 units),Training Program,7,21079736.24,Closed Lost,0,2023-02-19,2021-06-27,Sophie Leclerc,Government RFP,602.0,,Europe
OPP01068,ACC0029,Finnish Air Force,Falcon 10X — Spain (7 units),Falcon 10X,7,462455899.67,Proposal,50,2028-04-15,2023-08-04,Sophie Leclerc,Direct Contact,,,Europe
OPP01069,ACC0011,Thales Group,Spare Parts Package — India (8 units),Spare Parts Package,8,15633939.14,Closed Won,100,2023-10-14,2020-01-18,Jean-Pierre Martin,Diplomatic Channel,1365.0,,Asia
OPP01070,ACC0010,Safran Group,Spare Parts Package — Germany (7 units),Spare Parts Package,7,12738827.25,Proposal,50,2024-10-01,2020-12-16,Jean-Pierre Martin,Direct Contact,,,Europe
OPP01071,ACC0006,Qatar Emiri Air Force,Falcon 8X — Qatar (1 units),Falcon 8X,1,68245753.91,Negotiation,75,2021-09-24,2019-11-03,Antoine Morel,Diplomatic Channel,,,Middle East
OPP01072,ACC0020,Rolls-Royce India,MRO Contract Rafale — Germany (7 units),MRO Contract Rafale,7,30064369.48,Closed Won,100,2021-09-02,2019-01-07,Sophie Leclerc,Referral,969.0,,Europe
OPP01073,ACC0017,GE Aviation India,Falcon 6X — Indonesia (2 units),Falcon 6X,2,82309972.44,Proposal,50,2025-10-14,2021-03-03,Marc Dupont,Air Show,,,Asia
OPP01074,ACC0009,Airbus Group,Rafale F3-R — Spain (6 units),Rafale F3-R,6,570503371.07,Qualification,25,2024-02-13,2020-09-09,Marc Dupont,Government RFP,,,Europe
OPP01075,ACC0015,MBDA India,Upgrade EW Suite — Greece (2 units),Upgrade EW Suite,2,15450836.24,Qualification,25,2025-03-19,2023-10-01,Jean-Pierre Martin,Diplomatic Channel,,,Europe
OPP01076,ACC0023,Egyptian Air Force,Falcon 10X — France (12 units),Falcon 10X,12,929134181.03,Negotiation,75,2021-09-16,2017-11-03,Isabelle Bernard,Direct Contact,,,Europe
OPP01077,ACC0022,Lockheed Martin India,MRO Contract Rafale — Egypt (6 units),MRO Contract Rafale,6,27283353.71,Closed Won,100,2020-08-07,2017-07-23,Jean-Pierre Martin,Referral,1111.0,,Africa
